Time,Open,High,Low,Last,Change,%Chg,Volume
2003-11-20,10442.416650719524,10462.864544810382,10311.119646557125,10343.40579512164,-75.0,-0.77%,71036.0
2003-11-21,10335.87236045659,10389.682608064131,10306.814826748516,10367.082304068956,22.0,+0.23%,53227.0
2003-11-24,10363.853689212514,10489.769668614163,10356.320254547456,10476.855209188341,102.0,+1.06%,39119.0
2003-11-25,10476.855209188341,10536.046481556643,10454.254905193182,10499.455513183511,21.0,+0.22%,45372.0
2003-11-26,10506.988947848566,10546.808531078153,10438.111830910915,10511.293767657173,11.0,+0.11%,36499.0
2003-11-28,10525.284432035136,10545.732326126003,10484.388643853405,10532.817866700187,20.0,+0.20%,11038.0
2003-12-01,10524.20822708299,10653.352821341092,10492.998283470613,10643.666976771732,103.0,+1.05%,53854.0
2003-12-02,10640.438361915281,10642.59077181958,10580.170884594836,10605.999803446453,-35.0,-0.35%,43097.0
2003-12-03,10604.923598494306,10696.401019427116,10595.237753924937,10622.142877728711,15.0,+0.15%,52797.0
2003-12-04,10624.295287633007,10687.791379809916,10617.838057920108,10678.10553524055,52.0,+0.53%,52648.0
2003-12-05,10659.810051053997,10667.343485719051,10590.932934116332,10609.228418302906,-64.0,-0.65%,55076.0
2003-12-08,10598.466368781392,10726.53475808734,10576.942269738372,10721.153733326579,104.0,+1.05%,49458.0
2003-12-09,10725.458553135188,10756.668496747563,10663.038665910448,10678.10553524055,-40.0,-0.40%,54746.0
2003-12-10,10670.572100575497,10711.467888757232,10629.676312393767,10687.791379809916,9.0,+0.09%,56715.0
2003-12-11,10551.852611679245,10644.27294563839,10544.416492854947,10633.649918746534,79.0,+0.80%,14532.0
2003-12-15,10772.811571029824,10799.36913825947,10612.40386496282,10623.026891854672,-10.0,-0.10%,62208.0
2003-12-16,10606.030048827712,10738.817884975892,10604.96774613852,10727.13255539485,98.0,+0.98%,54157.0
2003-12-17,10711.19801505707,10770.686965651452,10691.014263962548,10763.250846827155,34.0,+0.34%,41200.0
2003-12-18,10765.375452205528,10869.481115745704,10748.378609178562,10864.169602299773,95.0,+0.94%,51823.0
2003-12-19,10856.733483475475,10919.409342137427,10840.798943137697,10874.792629191637,10.0,+0.10%,55308.0
2003-12-22,10833.362824313404,10975.711384664253,10824.864402799918,10969.337568529134,89.0,+0.87%,31280.0
2003-12-23,10973.586779285879,10998.019741137145,10914.0978286915,10950.216120123805,-18.0,-0.17%,30821.0
